amt,gender,lat,long,byear,A,B,C,entertainment,food_dining,gas_transport,grocery_net,grocery_pos,health_fitness,home,kids_pets,misc_net,misc_pos,personal_care,shopping_net,shopping_pos,travel,April,Aug,Dec,Feb,Jan,July,June,Nov,Oct,Sept,AK,RI,31,32,21,22,01,02,11,12,Hyper Parameters,F1,AUC,Accuracy,Best Score
0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,"{'bootstrap': False, 'class_weight': {0: 1, 1: 5}, 'max_depth': 8, 'n_estimators': 60}",f1:0.0,AUC:0.837,Acc:0.968,0.0077
0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,"{'bootstrap': False, 'class_weight': {0: 1, 1: 5}, 'max_depth': 8, 'n_estimators': 40}",f1:0.0,AUC:0.692,Acc:0.971,0.0072
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,"{'bootstrap': True, 'class_weight': {0: 1, 1: 5}, 'max_depth': 8, 'n_estimators': 50}",f1:0.0,AUC:0.75,Acc:0.971,0.0046
0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"{'bootstrap': False, 'class_weight': {0: 1, 1: 5}, 'max_depth': 8, 'n_estimators': 40}",f1:0.0,AUC:0.632,Acc:0.971,0.0036
0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"{'bootstrap': False, 'class_weight': {0: 1, 1: 5}, 'max_depth': 8, 'n_estimators': 40}",f1:0.0,AUC:0.652,Acc:0.971,0.0031
0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,"{'bootstrap': False, 'class_weight': {0: 1, 1: 5}, 'max_depth': 7, 'n_estimators': 40}",f1:0.0,AUC:0.744,Acc:0.971,0.003
0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,"{'bootstrap': True, 'class_weight': {0: 1, 1: 5}, 'max_depth': 7, 'n_estimators': 40}",f1:0.0,AUC:0.701,Acc:0.971,0.0029
0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"{'bootstrap': False, 'class_weight': {0: 1, 1: 3}, 'max_depth': 8, 'n_estimators': 40}",f1:0.0,AUC:0.738,Acc:0.971,0.0024
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,"{'bootstrap': False, 'class_weight': {0: 1, 1: 3}, 'max_depth': 8, 'n_estimators': 60}",f1:0.0,AUC:0.506,Acc:0.971,0.0021
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"{'bootstrap': False, 'class_weight': {0: 1, 1: 5}, 'max_depth': 8, 'n_estimators': 40}",f1:0.0,AUC:0.542,Acc:0.971,0.0019
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,"{'bootstrap': False, 'class_weight': {0: 1, 1: 5}, 'max_depth': 8, 'n_estimators': 40}",f1:0.0,AUC:0.637,Acc:0.971,0.0018
